X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
2633923.91804533,1244572.07730846,"0","0","14",443.2,2026/05/24 16:17:13+00,,,,,,,,,,,,,,,,,,,,,
2633923.5605881,1244568.51740797,"0","0","15",443.1,2026/05/24 16:17:14+00,,,,,,,,,,,,,,,,,,,,,
2633924.26538366,1244564.18529625,"0","0","16",443,2026/05/24 16:17:15+00,,,,,,,,,,,,,,,,,,,,,
2633924.27300762,1244562.85114315,"0","0","17",442.9,2026/05/24 16:17:16+00,,,,,,,,,,,,,,,,,,,,,
2633924.75113138,1244558.51773624,"0","0","18",442.9,2026/05/24 16:17:17+00,,,,,,,,,,,,,,,,,,,,,
2633924.91114146,1244556.96208787,"0","0","19",442.9,2026/05/24 16:17:18+00,,,,,,,,,,,,,,,,,,,,,
2633924.77972161,1244553.51466222,"0","0","20",442.9,2026/05/24 16:17:19+00,,,,,,,,,,,,,,,,,,,,,
2633923.97082308,1244549.61863297,"0","0","21",443,2026/05/24 16:17:20+00,,,,,,,,,,,,,,,,,,,,,
2633923.91305432,1244546.50517743,"0","0","22",443,2026/05/24 16:17:21+00,,,,,,,,,,,,,,,,,,,,,
2633923.48194346,1244542.61130716,"0","0","23",443.2,2026/05/24 16:17:22+00,,,,,,,,,,,,,,,,,,,,,
2633922.60447286,1244537.49187286,"0","0","24",443.4,2026/05/24 16:17:23+00,,,,,,,,,,,,,,,,,,,,,
2633921.41460438,1244534.14958249,"0","0","25",443.6,2026/05/24 16:17:24+00,,,,,,,,,,,,,,,,,,,,,
2633919.62090577,1244530.69265923,"0","0","26",443.9,2026/05/24 16:17:25+00,,,,,,,,,,,,,,,,,,,,,
2633918.27610684,1244528.01658262,"0","0","27",444.1,2026/05/24 16:17:26+00,,,,,,,,,,,,,,,,,,,,,
2633916.78209609,1244525.00610472,"0","0","28",444.4,2026/05/24 16:17:27+00,,,,,,,,,,,,,,,,,,,,,
2633915.44491647,1244520.99587582,"0","0","29",444.7,2026/05/24 16:17:28+00,,,,,,,,,,,,,,,,,,,,,
2633910.6199925,1244519.07820165,"0","0","30",445.1,2026/05/24 16:17:29+00,,,,,,,,,,,,,,,,,,,,,
2633909.72980603,1244516.18235782,"0","0","31",445.3,2026/05/24 16:17:30+00,,,,,,,,,,,,,,,,,,,,,
2633908.69104236,1244512.84093336,"0","0","32",445.6,2026/05/24 16:17:31+00,,,,,,,,,,,,,,,,,,,,,
2633907.42433265,1244509.72057326,"0","0","33",445.8,2026/05/24 16:17:32+00,,,,,,,,,,,,,,,,,,,,,
2633905.78300492,1244506.04215871,"0","0","34",446,2026/05/24 16:17:33+00,,,,,,,,,,,,,,,,,,,,,
2633904.88392463,1244504.70282745,"0","0","35",446.1,2026/05/24 16:17:34+00,,,,,,,,,,,,,,,,,,,,,
2633903.54101782,1244501.69321613,"0","0","36",446.3,2026/05/24 16:17:35+00,,,,,,,,,,,,,,,,,,,,,
2633902.72765344,1244498.57544617,"0","0","37",446.6,2026/05/24 16:17:36+00,,,,,,,,,,,,,,,,,,,,,
2633903.41148874,1244497.91225323,"0","0","38",446.6,2026/05/24 16:17:37+00,,,,,,,,,,,,,,,,,,,,,
2633901.83936463,1244495.34606547,"0","0","39",446.8,2026/05/24 16:17:38+00,,,,,,,,,,,,,,,,,,,,,
2633898.83416726,1244492.32696287,"0","0","40",447.1,2026/05/24 16:17:39+00,,,,,,,,,,,,,,,,,,,,,
2633897.55538627,1244491.31901376,"0","0","41",447.2,2026/05/24 16:17:40+00,,,,,,,,,,,,,,,,,,,,,
2633893.3355353,1244489.29362588,"0","0","42",447.6,2026/05/24 16:17:41+00,,,,,,,,,,,,,,,,,,,,,
2633889.27060654,1244486.60202723,"0","0","43",447.9,2026/05/24 16:17:42+00,,,,,,,,,,,,,,,,,,,,,
2633887.76641623,1244485.37042748,"0","0","44",448.1,2026/05/24 16:17:43+00,,,,,,,,,,,,,,,,,,,,,
2633886.19555118,1244482.58188514,"0","0","45",448.3,2026/05/24 16:17:44+00,,,,,,,,,,,,,,,,,,,,,
2633883.41764986,1244479.45290492,"0","0","46",448.6,2026/05/24 16:17:45+00,,,,,,,,,,,,,,,,,,,,,
2633880.86451817,1244476.65875788,"0","0","47",448.9,2026/05/24 16:17:46+00,,,,,,,,,,,,,,,,,,,,,
2633878.61235005,1244474.08869552,"0","0","48",449.2,2026/05/24 16:17:47+00,,,,,,,,,,,,,,,,,,,,,
2633875.90302094,1244472.18312351,"0","0","49",449.4,2026/05/24 16:17:48+00,,,,,,,,,,,,,,,,,,,,,
2633872.81653058,1244470.16421776,"0","0","50",449.7,2026/05/24 16:17:49+00,,,,,,,,,,,,,,,,,,,,,
2633871.38535413,1244469.37777094,"0","0","51",449.9,2026/05/24 16:17:50+00,,,,,,,,,,,,,,,,,,,,,
2633868.7503108,1244467.69499213,"0","0","52",450.1,2026/05/24 16:17:51+00,,,,,,,,,,,,,,,,,,,,,
2633867.39215503,1244467.35369495,"0","0","53",450.2,2026/05/24 16:17:52+00,,,,,,,,,,,,,,,,,,,,,
2633864.30819603,1244464.89007605,"0","0","54",450.4,2026/05/24 16:17:53+00,,,,,,,,,,,,,,,,,,,,,
2633860.15372791,1244464.64401339,"0","0","55",450.7,2026/05/24 16:17:54+00,,,,,,,,,,,,,,,,,,,,,
2633858.64128282,1244464.85775334,"0","0","56",450.8,2026/05/24 16:17:55+00,,,,,,,,,,,,,,,,,,,,,
2633854.70841889,1244465.50242253,"0","0","57",451.1,2026/05/24 16:17:56+00,,,,,,,,,,,,,,,,,,,,,
2633852.9699317,1244465.60369187,"0","0","58",451.2,2026/05/24 16:17:57+00,,,,,,,,,,,,,,,,,,,,,
2633848.58434985,1244466.13460057,"0","0","59",451.5,2026/05/24 16:17:58+00,,,,,,,,,,,,,,,,,,,,,
2633846.84396137,1244466.56940993,"0","0","60",451.6,2026/05/24 16:17:59+00,,,,,,,,,,,,,,,,,,,,,
2633842.98285595,1244467.88159411,"0","0","61",451.9,2026/05/24 16:18:00+00,,,,,,,,,,,,,,,,,,,,,
2633841.69645496,1244468.20781,"0","0","62",451.9,2026/05/24 16:18:01+00,,,,,,,,,,,,,,,,,,,,,
2633838.44932766,1244467.85575182,"0","0","63",452.1,2026/05/24 16:18:02+00,,,,,,,,,,,,,,,,,,,,,
2633833.68848933,1244467.93980056,"0","0","64",452.4,2026/05/24 16:18:03+00,,,,,,,,,,,,,,,,,,,,,
2633831.87444445,1244468.04064549,"0","0","65",452.5,2026/05/24 16:18:04+00,,,,,,,,,,,,,,,,,,,,,
2633828.01334336,1244469.35283943,"0","0","66",452.7,2026/05/24 16:18:05+00,,,,,,,,,,,,,,,,,,,,,
2633826.19739858,1244469.78722432,"0","0","67",452.8,2026/05/24 16:18:06+00,,,,,,,,,,,,,,,,,,,,,
2633822.11215722,1244470.65341293,"0","0","68",453,2026/05/24 16:18:07+00,,,,,,,,,,,,,,,,,,,,,
2633820.82449125,1244471.20199217,"0","0","69",453.1,2026/05/24 16:18:08+00,,,,,,,,,,,,,,,,,,,,,
2633817.19133756,1244472.29312572,"0","0","70",453.4,2026/05/24 16:18:09+00,,,,,,,,,,,,,,,,,,,,,
2633815.9036724,1244472.84170603,"0","0","71",453.5,2026/05/24 16:18:10+00,,,,,,,,,,,,,,,,,,,,,
2633811.66541761,1244474.04057931,"0","0","72",453.7,2026/05/24 16:18:11+00,,,,,,,,,,,,,,,,,,,,,
2633810.22916863,1244474.14358255,"0","0","73",453.8,2026/05/24 16:18:12+00,,,,,,,,,,,,,,,,,,,,,
2633806.90458474,1244474.12464958,"0","0","74",454,2026/05/24 16:18:13+00,,,,,,,,,,,,,,,,,,,,,
2633803.66442236,1244472.54963695,"0","0","75",454.1,2026/05/24 16:18:14+00,,,,,,,,,,,,,,,,,,,,,
2633800.72142931,1244471.86578215,"0","0","76",454.2,2026/05/24 16:18:15+00,,,,,,,,,,,,,,,,,,,,,
2633797.10093846,1244470.73333981,"0","0","77",454.3,2026/05/24 16:18:16+00,,,,,,,,,,,,,,,,,,,,,
2633793.78394711,1244469.38026127,"0","0","78",454.4,2026/05/24 16:18:17+00,,,,,,,,,,,,,,,,,,,,,
2633792.12545087,1244468.7037227,"0","0","79",454.4,2026/05/24 16:18:18+00,,,,,,,,,,,,,,,,,,,,,
2633789.26370848,1244467.01968899,"0","0","80",454.5,2026/05/24 16:18:19+00,,,,,,,,,,,,,,,,,,,,,
2633785.26731649,1244465.55156542,"0","0","81",454.6,2026/05/24 16:18:20+00,,,,,,,,,,,,,,,,,,,,,
2633783.91042089,1244464.98792857,"0","0","82",454.6,2026/05/24 16:18:21+00,,,,,,,,,,,,,,,,,,,,,
2633781.04045018,1244464.74923119,"0","0","83",454.7,2026/05/24 16:18:22+00,,,,,,,,,,,,,,,,,,,,,
2633779.60546474,1244464.62988302,"0","0","84",454.8,2026/05/24 16:18:23+00,,,,,,,,,,,,,,,,,,,,,
2633776.50502186,1244465.05697455,"0","0","85",454.9,2026/05/24 16:18:24+00,,,,,,,,,,,,,,,,,,,,,
2633773.39382715,1244467.3741177,"0","0","86",455.1,2026/05/24 16:18:25+00,,,,,,,,,,,,,,,,,,,,,
2633772.03060624,1244467.9222777,"0","0","87",455.2,2026/05/24 16:18:26+00,,,,,,,,,,,,,,,,,,,,,
2633768.3225333,1244468.90183197,"0","0","88",455.4,2026/05/24 16:18:27+00,,,,,,,,,,,,,,,,,,,,,
2633765.08299024,1244467.21566105,"0","0","89",455.6,2026/05/24 16:18:28+00,,,,,,,,,,,,,,,,,,,,,
2633761.6897986,1244465.97335016,"0","0","90",455.8,2026/05/24 16:18:29+00,,,,,,,,,,,,,,,,,,,,,
2633760.48401857,1244465.41057807,"0","0","91",455.9,2026/05/24 16:18:30+00,,,,,,,,,,,,,,,,,,,,,
2633756.94476467,1244463.27797524,"0","0","92",456.1,2026/05/24 16:18:31+00,,,,,,,,,,,,,,,,,,,,,
2633755.28879115,1244462.15672934,"0","0","93",456.2,2026/05/24 16:18:32+00,,,,,,,,,,,,,,,,,,,,,
2633753.11085794,1244459.80950322,"0","0","94",456.3,2026/05/24 16:18:33+00,,,,,,,,,,,,,,,,,,,,,
2633751.76976003,1244456.46638843,"0","0","95",456.4,2026/05/24 16:18:34+00,,,,,,,,,,,,,,,,,,,,,
2633751.85416814,1244454.91030624,"0","0","96",456.4,2026/05/24 16:18:35+00,,,,,,,,,,,,,,,,,,,,,
2633752.92906048,1244451.91447623,"0","0","97",456.2,2026/05/24 16:18:36+00,,,,,,,,,,,,,,,,,,,,,
2633752.64957992,1244447.91029914,"0","0","98",456,2026/05/24 16:18:37+00,,,,,,,,,,,,,,,,,,,,,
2633752.05269247,1244446.5727096,"0","0","99",456,2026/05/24 16:18:38+00,,,,,,,,,,,,,,,,,,,,,
2633752.14847832,1244443.0153981,"0","0","100",455.8,2026/05/24 16:18:39+00,,,,,,,,,,,,,,,,,,,,,
2633752.15732753,1244441.45888639,"0","0","101",455.7,2026/05/24 16:18:40+00,,,,,,,,,,,,,,,,,,,,,
2633752.10452345,1244437.45599816,"0","0","102",455.4,2026/05/24 16:18:41+00,,,,,,,,,,,,,,,,,,,,,
2633752.04034177,1244435.45433928,"0","0","103",455.3,2026/05/24 16:18:42+00,,,,,,,,,,,,,,,,,,,,,
2633752.05804012,1244432.34131593,"0","0","104",455.1,2026/05/24 16:18:43+00,,,,,,,,,,,,,,,,,,,,,
2633752.22685706,1244429.22915176,"0","0","105",455,2026/05/24 16:18:44+00,,,,,,,,,,,,,,,,,,,,,
2633753.0788687,1244425.56495684,"0","0","106",454.7,2026/05/24 16:18:45+00,,,,,,,,,,,,,,,,,,,,,
2633753.47815714,1244421.78700511,"0","0","107",454.4,2026/05/24 16:18:46+00,,,,,,,,,,,,,,,,,,,,,
2633754.40825852,1244417.67852245,"0","0","108",454.1,2026/05/24 16:18:47+00,,,,,,,,,,,,,,,,,,,,,
2633754.71808188,1244416.34608807,"0","0","109",453.9,2026/05/24 16:18:48+00,,,,,,,,,,,,,,,,,,,,,
2633754.28937792,1244412.00751387,"0","0","110",453.5,2026/05/24 16:18:49+00,,,,,,,,,,,,,,,,,,,,,
2633754.68550729,1244408.78545935,"0","0","111",453.1,2026/05/24 16:18:50+00,,,,,,,,,,,,,,,,,,,,,
2633756.96556967,1244406.46358067,"0","0","112",452.7,2026/05/24 16:18:51+00,,,,,,,,,,,,,,,,,,,,,
2633759.31992902,1244404.36449133,"0","0","113",452.3,2026/05/24 16:18:52+00,,,,,,,,,,,,,,,,,,,,,
2633762.27434125,1244403.04709632,"0","0","114",451.8,2026/05/24 16:18:53+00,,,,,,,,,,,,,,,,,,,,,
2633765.15762144,1244400.95101728,"0","0","115",451.2,2026/05/24 16:18:54+00,,,,,,,,,,,,,,,,,,,,,
2633768.492997,1244399.07987713,"0","0","116",450.7,2026/05/24 16:18:55+00,,,,,,,,,,,,,,,,,,,,,
2633771.4600628,1244395.53889886,"0","0","117",449.9,2026/05/24 16:18:56+00,,,,,,,,,,,,,,,,,,,,,
2633772.30070669,1244393.87593608,"0","0","118",449.6,2026/05/24 16:18:57+00,,,,,,,,,,,,,,,,,,,,,
2633774.58331169,1244391.10934671,"0","0","119",449.1,2026/05/24 16:18:58+00,,,,,,,,,,,,,,,,,,,,,
2633776.41382497,1244388.11782014,"0","0","120",448.6,2026/05/24 16:18:59+00,,,,,,,,,,,,,,,,,,,,,
2633778.8443909,1244385.90798917,"0","0","121",448.2,2026/05/24 16:19:00+00,,,,,,,,,,,,,,,,,,,,,
2633780.14788651,1244382.57991624,"0","0","122",447.7,2026/05/24 16:19:01+00,,,,,,,,,,,,,,,,,,,,,
2633782.96005164,1244379.70516034,"0","0","123",447.3,2026/05/24 16:19:02+00,,,,,,,,,,,,,,,,,,,,,
2633783.65021373,1244377.93015992,"0","0","124",447.1,2026/05/24 16:19:03+00,,,,,,,,,,,,,,,,,,,,,
2633786.1639391,1244374.38660938,"0","0","125",446.6,2026/05/24 16:19:04+00,,,,,,,,,,,,,,,,,,,,,
2633787.0052228,1244372.61246939,"0","0","126",446.4,2026/05/24 16:19:05+00,,,,,,,,,,,,,,,,,,,,,
2633787.62868529,1244369.2805281,"0","0","127",446.2,2026/05/24 16:19:06+00,,,,,,,,,,,,,,,,,,,,,
2633789.85726144,1244362.73341581,"0","0","128",445.6,2026/05/24 16:19:07+00,,,,,,,,,,,,,,,,,,,,,
2633792.29417102,1244359.41179671,"0","0","129",445.3,2026/05/24 16:19:08+00,,,,,,,,,,,,,,,,,,,,,
2633792.76461881,1244356.41253403,"0","0","130",445.1,2026/05/24 16:19:09+00,,,,,,,,,,,,,,,,,,,,,
2633793.61476695,1244353.08188379,"0","0","131",444.8,2026/05/24 16:19:10+00,,,,,,,,,,,,,,,,,,,,,
2633793.77348179,1244351.74859148,"0","0","132",444.7,2026/05/24 16:19:11+00,,,,,,,,,,,,,,,,,,,,,
2633794.54996942,1244348.08397318,"0","0","133",444.4,2026/05/24 16:19:12+00,,,,,,,,,,,,,,,,,,,,,
2633795.92651074,1244345.20105168,"0","0","134",444.2,2026/05/24 16:19:13+00,,,,,,,,,,,,,,,,,,,,,
2633796.48771161,1244339.53391458,"0","0","135",443.8,2026/05/24 16:19:14+00,,,,,,,,,,,,,,,,,,,,,
2633796.58605677,1244335.53188733,"0","0","136",443.6,2026/05/24 16:19:15+00,,,,,,,,,,,,,,,,,,,,,
2633796.15421242,1244331.74920788,"0","0","137",443.4,2026/05/24 16:19:16+00,,,,,,,,,,,,,,,,,,,,,
2633796.39988119,1244328.4151172,"0","0","138",443.2,2026/05/24 16:19:17+00,,,,,,,,,,,,,,,,,,,,,
2633795.51973546,1244323.7404221,"0","0","139",443,2026/05/24 16:19:18+00,,,,,,,,,,,,,,,,,,,,,
2633794.48403683,1244319.84312253,"0","0","140",442.8,2026/05/24 16:19:19+00,,,,,,,,,,,,,,,,,,,,,
2633792.91561458,1244316.60988869,"0","0","141",442.7,2026/05/24 16:19:20+00,,,,,,,,,,,,,,,,,,,,,
2633792.86030462,1244313.05171889,"0","0","142",442.5,2026/05/24 16:19:21+00,,,,,,,,,,,,,,,,,,,,,
2633793.03990394,1244308.04950768,"0","0","143",442.2,2026/05/24 16:19:22+00,,,,,,,,,,,,,,,,,,,,,
2633792.98396108,1244304.60251732,"0","0","144",442,2026/05/24 16:19:23+00,,,,,,,,,,,,,,,,,,,,,
2633792.1006448,1244300.48371983,"0","0","145",441.7,2026/05/24 16:19:24+00,,,,,,,,,,,,,,,,,,,,,
2633791.66563072,1244297.25693787,"0","0","146",441.5,2026/05/24 16:19:25+00,,,,,,,,,,,,,,,,,,,,,
2633793.49428258,1244294.5989554,"0","0","147",441.2,2026/05/24 16:19:26+00,,,,,,,,,,,,,,,,,,,,,
2633794.119655,1244290.9334774,"0","0","148",441,2026/05/24 16:19:27+00,,,,,,,,,,,,,,,,,,,,,
2633793.75956951,1244287.81830483,"0","0","149",440.7,2026/05/24 16:19:28+00,,,,,,,,,,,,,,,,,,,,,
2633792.87055563,1244284.70012162,"0","0","150",440.5,2026/05/24 16:19:29+00,,,,,,,,,,,,,,,,,,,,,
2633792.20948999,1244281.36087012,"0","0","151",440.2,2026/05/24 16:19:30+00,,,,,,,,,,,,,,,,,,,,,
2633790.94330098,1244278.12935748,"0","0","152",440,2026/05/24 16:19:31+00,,,,,,,,,,,,,,,,,,,,,
2633788.16525249,1244275.00042361,"0","0","153",439.8,2026/05/24 16:19:33+00,,,,,,,,,,,,,,,,,,,,,
2633786.44632475,1244271.65515245,"0","0","154",439.6,2026/05/24 16:19:34+00,,,,,,,,,,,,,,,,,,,,,
2633783.8149649,1244269.30533617,"0","0","155",439.5,2026/05/24 16:19:35+00,,,,,,,,,,,,,,,,,,,,,
2633780.42735668,1244267.06240103,"0","0","156",439.5,2026/05/24 16:19:36+00,,,,,,,,,,,,,,,,,,,,,
2633777.57057329,1244264.48893905,"0","0","157",439.5,2026/05/24 16:19:37+00,,,,,,,,,,,,,,,,,,,,,
2633775.76279231,1244263.47800757,"0","0","158",439.6,2026/05/24 16:19:38+00,,,,,,,,,,,,,,,,,,,,,
2633771.91358737,1244262.67782967,"0","0","159",439.6,2026/05/24 16:19:39+00,,,,,,,,,,,,,,,,,,,,,
2633770.78332813,1244262.1154856,"0","0","160",439.7,2026/05/24 16:19:40+00,,,,,,,,,,,,,,,,,,,,,
2633768.00209963,1244259.54245808,"0","0","161",439.7,2026/05/24 16:19:41+00,,,,,,,,,,,,,,,,,,,,,
2633765.29895945,1244256.52514422,"0","0","162",439.8,2026/05/24 16:19:42+00,,,,,,,,,,,,,,,,,,,,,
2633762.743146,1244254.17576714,"0","0","163",439.8,2026/05/24 16:19:43+00,,,,,,,,,,,,,,,,,,,,,
2633760.49084121,1244251.6057512,"0","0","164",439.8,2026/05/24 16:19:44+00,,,,,,,,,,,,,,,,,,,,,
2633757.24927993,1244250.25312357,"0","0","165",439.8,2026/05/24 16:19:45+00,,,,,,,,,,,,,,,,,,,,,
2633752.87492529,1244248.78287451,"0","0","166",439.8,2026/05/24 16:19:46+00,,,,,,,,,,,,,,,,,,,,,
2633751.36685356,1244248.21838626,"0","0","167",439.8,2026/05/24 16:19:47+00,,,,,,,,,,,,,,,,,,,,,
2633748.43006284,1244246.42276434,"0","0","168",439.9,2026/05/24 16:19:48+00,,,,,,,,,,,,,,,,,,,,,
2633745.26721732,1244244.51467607,"0","0","169",439.9,2026/05/24 16:19:49+00,,,,,,,,,,,,,,,,,,,,,
2633742.09805101,1244243.71838301,"0","0","170",439.9,2026/05/24 16:19:50+00,,,,,,,,,,,,,,,,,,,,,
2633739.46287018,1244242.0356627,"0","0","171",439.9,2026/05/24 16:19:51+00,,,,,,,,,,,,,,,,,,,,,
2633735.76792868,1244240.68047041,"0","0","172",439.9,2026/05/24 16:19:52+00,,,,,,,,,,,,,,,,,,,,,
2633733.21146498,1244238.44228552,"0","0","173",439.9,2026/05/24 16:19:53+00,,,,,,,,,,,,,,,,,,,,,
2633729.36855452,1244236.53034181,"0","0","174",439.9,2026/05/24 16:19:54+00,,,,,,,,,,,,,,,,,,,,,
2633728.08716274,1244235.96714737,"0","0","175",439.9,2026/05/24 16:19:55+00,,,,,,,,,,,,,,,,,,,,,
2633724.47346057,1244233.61177726,"0","0","176",439.9,2026/05/24 16:19:56+00,,,,,,,,,,,,,,,,,,,,,
2633723.1165059,1244233.04815468,"0","0","177",439.9,2026/05/24 16:19:57+00,,,,,,,,,,,,,,,,,,,,,
2633719.80315292,1244231.02804232,"0","0","178",439.9,2026/05/24 16:19:58+00,,,,,,,,,,,,,,,,,,,,,
2633718.44746008,1244230.2420621,"0","0","179",439.9,2026/05/24 16:19:59+00,,,,,,,,,,,,,,,,,,,,,
2633715.06043619,1244227.88798522,"0","0","180",439.9,2026/05/24 16:20:00+00,,,,,,,,,,,,,,,,,,,,,
2633714.1574819,1244227.21575998,"0","0","181",439.9,2026/05/24 16:20:01+00,,,,,,,,,,,,,,,,,,,,,
2633712.12173048,1244226.42591944,"0","0","182",439.9,2026/05/24 16:20:02+00,,,,,,,,,,,,,,,,,,,,,
2633707.88079647,1244228.06958357,"0","0","183",439.9,2026/05/24 16:20:03+00,,,,,,,,,,,,,,,,,,,,,
2633706.36450957,1244228.95043836,"0","0","184",439.8,2026/05/24 16:20:04+00,,,,,,,,,,,,,,,,,,,,,
2633706.3695592,1244228.06100356,"0","0","185",439.8,2026/05/24 16:20:05+00,,,,,,,,,,,,,,,,,,,,,
2633707.65726702,1244227.5123998,"0","0","186",439.4,2026/05/24 16:20:06+00,,,,,,,,,,,,,,,,,,,,,
2633708.11316319,1244227.07025647,"0","0","187",438.7,2026/05/24 16:20:07+00,,,,,,,,,,,,,,,,,,,,,
2633708.8706757,1244226.74100861,"0","0","188",438.6,2026/05/24 16:20:08+00,,,,,,,,,,,,,,,,,,,,,
2633708.87004445,1244226.85218795,"0","0","189",438.6,2026/05/24 16:20:09+00,,,,,,,,,,,,,,,,,,,,,
2633708.87130695,1244226.62982926,"0","0","190",438.6,2026/05/24 16:20:10+00,,,,,,,,,,,,,,,,,,,,,
2633708.56842818,1244226.73929252,"0","0","191",438.5,2026/05/24 16:20:11+00,,,,,,,,,,,,,,,,,,,,,
2633708.49097257,1244227.07240155,"0","0","192",438.5,2026/05/24 16:20:12+00,,,,,,,,,,,,,,,,,,,,,
2633707.96077697,1244227.29175715,"0","0","193",438.5,2026/05/24 16:20:13+00,,,,,,,,,,,,,,,,,,,,,
2633707.95698957,1244227.95883324,"0","0","194",439.1,2026/05/24 16:20:14+00,,,,,,,,,,,,,,,,,,,,,
2633707.57918024,1244227.9566882,"0","0","195",439.1,2026/05/24 16:20:15+00,,,,,,,,,,,,,,,,,,,,,
2633707.34933854,1244228.51129793,"0","0","196",439.1,2026/05/24 16:20:16+00,,,,,,,,,,,,,,,,,,,,,
2633706.89786103,1244228.17518587,"0","0","197",439.4,2026/05/24 16:20:17+00,,,,,,,,,,,,,,,,,,,,,
2633706.52068293,1244228.06186155,"0","0","198",439.4,2026/05/24 16:20:18+00,,,,,,,,,,,,,,,,,,,,,
2633707.12770271,1244227.62057613,"0","0","199",439.3,2026/05/24 16:20:19+00,,,,,,,,,,,,,,,,,,,,,
2633707.50677451,1244227.40036244,"0","0","200",438.2,2026/05/24 16:20:20+00,,,,,,,,,,,,,,,,,,,,,
2633707.88269017,1244227.73604553,"0","0","201",438.9,2026/05/24 16:20:21+00,,,,,,,,,,,,,,,,,,,,,
2633707.88269017,1244227.73604553,"0","0","202",438.8,2026/05/24 16:20:22+00,,,,,,,,,,,,,,,,,,,,,
2633708.33732385,1244227.51626091,"0","0","203",438.8,2026/05/24 16:20:23+00,,,,,,,,,,,,,,,,,,,,,
2633708.48907884,1244227.4059396,"0","0","204",438.1,2026/05/24 16:20:24+00,,,,,,,,,,,,,,,,,,,,,
2633708.94245007,1244227.40851372,"0","0","205",438.1,2026/05/24 16:20:25+00,,,,,,,,,,,,,,,,,,,,,
2633708.94181882,1244227.51969307,"0","0","206",438.7,2026/05/24 16:20:26+00,,,,,,,,,,,,,,,,,,,,,
2633709.39708382,1244227.18872919,"0","0","207",438,2026/05/24 16:20:27+00,,,,,,,,,,,,,,,,,,,,,
2633709.47201443,1244227.30033756,"0","0","208",438,2026/05/24 16:20:28+00,,,,,,,,,,,,,,,,,,,,,
2633709.55010136,1244226.8560492,"0","0","209",437.9,2026/05/24 16:20:29+00,,,,,,,,,,,,,,,,,,,,,
2633709.92854202,1244226.74701502,"0","0","210",437.9,2026/05/24 16:20:30+00,,,,,,,,,,,,,,,,,,,,,
2633709.47706453,1244226.41090277,"0","0","211",437.9,2026/05/24 16:20:31+00,,,,,,,,,,,,,,,,,,,,,
2633709.17292322,1244226.7427247,"0","0","212",437.8,2026/05/24 16:20:32+00,,,,,,,,,,,,,,,,,,,,,
2633709.32467824,1244226.63240341,"0","0","213",437.8,2026/05/24 16:20:33+00,,,,,,,,,,,,,,,,,,,,,
2633709.01927445,1244227.18658405,"0","0","214",437.8,2026/05/24 16:20:34+00,,,,,,,,,,,,,,,,,,,,,
2633709.01674943,1244227.63130145,"0","0","215",438.4,2026/05/24 16:20:35+00,,,,,,,,,,,,,,,,,,,,,
2633709.31899691,1244227.63301755,"0","0","216",438.4,2026/05/24 16:20:36+00,,,,,,,,,,,,,,,,,,,,,
2633707.9595145,1244227.51411584,"0","0","217",438.3,2026/05/24 16:20:37+00,,,,,,,,,,,,,,,,,,,,,
